"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"Second Machine translated sentence";"First machine translated sentence bleu score";"Second machine translated sentence bleu score"
"99";"Mr. Putin will go into the meeting with Mr. Xi looking to China as a lifeline at perhaps Russia's most tenuous moment since the invasion began in February. Russian forces have recently lost more than one thousand square miles of territory in Ukraine, creating new political headwinds for Mr. Putin even from some of his longtime supporters, now frustrated by Russia's bumbling war effort.";"也许这是俄罗斯自2月入侵开始以来最脆弱的时刻 ， 普京将在与习近平的会面中把中国视为救命稻草。俄罗斯军队最近失掉了超过2500平方公里的乌克兰领土 ， 给普京带来新的政治不利局面 —— 甚至来自他的一些长期支持者 ， 他们现在对俄罗斯跌跌撞撞的战争努力感到失望。";"普京将与习近平举行会晤 ， 视中国为生命线 ， 这或许是俄罗斯自2月入侵开始以来最脆弱的时刻。 俄罗斯军队最近在乌克兰失去了超过一千平方英里的领土 ， 这给普京带来了新的政治逆风 ， 即使是他的一些长期支持者 ， 现在也对俄罗斯笨拙的战争努力感到沮丧。";"普京将与习近平举行会晤 ， 视中国为生命线 ， 这或许是俄罗斯自2月入侵开始以来最脆弱的时刻。 俄罗斯军队最近在乌克兰失去了超过一千平方英里的领土 ， 这给普京带来了新的政治逆风 ， 即使是他的一些长期支持者 ， 现在也对俄罗斯笨拙的战争努力感到沮丧。";"4.456883";"4.456883"
"100";"At this week's meeting, Mr. Putin hopes to close a deal for the natural gas pipeline. Russia also needs access to China's high-tech exports and Chinese currency to pay for those goods, since Russia's access to dollars is severely restricted.";"在本周的会晤中 ， 普京希望就天然气管道达成协议。 俄罗斯还需要获得中国的高科技出口产品和人民币来支付这些商品 ， 因为俄罗斯获得美元的渠道受到严格限制。";"在本周的会议上 ， 普京希望达成天然气管道协议。 俄罗斯还需要获得中国的高科技出口产品和中国货币来支付这些商品 ， 因为俄罗斯获得美元的机会受到严重限制。";"在本周的会议上 ， 普京希望达成天然气管道协议。 俄罗斯还需要获得中国的高科技出口产品和中国货币来支付这些商品 ， 因为俄罗斯获得美元的机会受到严重限制。";"9.652435";"9.652435"
"101";"""China has more leverage than Russia,"" said Alexander Gabuev, a senior fellow at the Carnegie Endowment for International Peace.";""" 中国的筹码比俄罗斯多 ， "" 卡内基国际和平基金会高级研究员亚历山大 · 加布耶夫说。";""" 中国比俄罗斯更有影响力 ， "" 卡内基国际和平基金会 ( carnegie endowment for international peace ) 高级研究员亚历山大 · 加布耶夫 ( alexander gabuev ) 说。";""" 中国比俄罗斯更有影响力 ， "" 卡内基国际和平基金会 ( carnegie endowment for international peace ) 高级研究员亚历山大 · 加布耶夫 ( alexander gabuev ) 说。";"4.553719";"4.553719"
"102";"As Western countries shun Moscow, it is the expanding ties with China that Mr. Putin points to most as proof that Russia cannot be isolated. It is a relationship to which Mr. Putin has devoted enormous effort, one that accelerated after relations with the West took a dive following Russia's annexation of the Ukrainian peninsula of Crimea in 2014.";"在西方国家回避莫斯科之际 ， 普京最常提到的就是俄中不断扩大的关系 ， 以此证明俄罗斯无法被孤立。普京为这一关系付出了巨大努力。2014年俄罗斯吞并乌克兰克里米亚半岛后 ， 俄罗斯与西方的关系急转直下 ， 与中国的关系则加速发展。";"随着西方国家避开莫斯科 ， 普京指出 ， 与中国不断扩大的关系最能证明俄罗斯不能被孤立。 这是普京付出巨大努力的关系 ， 在2014年俄罗斯吞并乌克兰半岛克里米亚之后 ， 与西方的关系加速了。";"随着西方国家避开莫斯科 ， 普京指出 ， 与中国不断扩大的关系证明俄罗斯不能被孤立。 这是普京付出巨大努力的关系 ， 在2014年俄罗斯吞并乌克兰半岛克里米亚之后 ， 与西方的关系加速了。";"5.934203";"5.934203"
"103";"The honor of meeting Mr. Xi in person is sure to be extolled by Russia's state media as evidence of Mr. Putin's continued acumen on the world stage. ""Our relations have reached unprecedented heights,"" Mr. Putin said at the Vladivostok conference.";"俄罗斯的国家媒体一定会把普京与习近平的会面当作荣誉来大做文章 ， 证明普京在世界舞台上依然精明强干。 "" 我们的关系达到了前所未有的高度 ， "" 普京在符拉迪沃斯托克会议上说。";"与习近平亲自会面的荣誉肯定会得到俄罗斯官方媒体的赞扬 ， 作为普京在世界舞台上持续敏锐的证据。 “ 我们的关系达到了前所未有的高度 ，” 普京在符拉迪沃斯托克会议上说。";"与习近平亲自会面的荣誉肯定会得到俄罗斯官方媒体的赞扬 ， 作为普京在世界舞台上持续敏锐的证据。 “ 我们的关系达到了前所未有的高度 ，” 普京在符拉迪沃斯托克会议上说。";"7.492443";"7.492443"
"104";"The century-old relationship between the two nations is steeped in ideology and history. Moscow was crucial to the Chinese Communist Party's founding, early survival and eventual victory in 1949 in China's Civil War. Relatively close relations have continued, although they were interrupted by a rift in the 1960s so serious that the two countries fought border skirmishes.";"两国之间的长达一个世纪的关系有着深刻的意识形态和历史渊源。莫斯科对中国共产党的成立、早期生存和1949年在中国内战中取得最终胜利至关重要。双方相对密切的关系一直在持续 ， 尽管上世纪60年代曾一度因严重的裂痕而中断 ， 导致两国发生小规模边境冲突。";"两国之间的百年关系沉浸在意识形态和历史之中。 莫斯科对中国共产党的成立、早期生存和1949年中国内战的最终胜利至关重要。 相对密切的关系仍在继续 ， 尽管它们在20世纪60年代被如此严重的裂痕打断 ， 以至于两国之间发生了边境小规模冲突。";"两国之间的百年关系沉浸在意识形态和历史之中。 莫斯科对中国共产党的成立、早期生存和1949年中国内战的最终胜利至关重要。 相对密切的关系仍在继续 ， 尽管它们在20世纪60年代被如此严重的裂痕打断 ， 以至于两国之间发生了边境小规模冲突。";"7.809850";"7.809850"
"105";"Mr. Xi himself has a longstanding connection to Russia and Mr. Putin, whom he has met with 38 times. The Chinese leader's father, Xi Zhongxun, a leading party figure in the 1950s, oversaw Soviet experts who came to China to help build the country's heavy industry after the civil war, said Joseph Torigian, the author of an upcoming biography on the elder Mr. Xi.";"习近平本人与俄罗斯和普京有着长期的联系 ， 他已同普京会面38次。习近平的父亲习仲勋是20世纪50年代的党内领导人物 ， 即将出版的习仲勋传记的作者约瑟夫 · 托里吉安说 ， 内战后 ， 习仲勋负责管理来到中国、帮助建设重工业的苏联专家。";"习近平本人与俄罗斯和普京有着长期的联系 ， 他曾与普京会面38次。 中国领导人的父亲习仲勋 ( xi zhongxun ) 是20世纪50年代的领导人物 ， 他监督了内战后来中国帮助建设中国重工业的苏联专家 ， 即将出版的关于习近平的传记的作者约瑟夫 · 托里吉安 ( joseph torigian ) 说。";"习近平本人与俄罗斯和普京有着长期的联系 ， 他曾与普京会面38次。 中国领导人的父亲习仲勋 ( xi zhongxun ) 是20世纪50年代的领导人物 ， 他监督了内战后来中国帮助建设中国重工业的苏联专家 ， 即将出版的关于习近平的传记的作者约瑟夫 · 托里吉安 ( joseph torigian ) 说。";"4.814972";"4.814972"
"106";"Mr. Xi's father visited Moscow, full of admiration. ""He brought back mementos from Russia,"" Mr. Torigian said, ""that Xi Jinping later recalled.""";"习近平的父亲访问莫斯科时充满敬佩之情。 "" 他从俄罗斯带回纪念品 ， "" 托里吉安说 ， "" 习近平后来曾经回忆起这些纪念品。 """;"习近平的父亲满怀钦佩地访问了莫斯科。 "" 他从俄罗斯带回了纪念品 ， "" 托里吉安说 ， "" 习近平后来回忆说。";"习近平的父亲满怀钦佩地访问了莫斯科。 "" 他从俄罗斯带回了纪念品 ， "" 托里吉安说 ， "" 习近平后来回忆说。";"41.801343";"41.801343"
"107";"A week after he became China's president in March 2013, Mr. Xi chose Russia for his first trip abroad and hinted in a speech there that the two countries would work together against the West.";"2013 年3月 ， 在他成为中国国家主席一周后 ， 习近平选择了俄罗斯作为首次出访的目的地 ， 并在俄罗斯发表的一次演讲中暗示 ， 两国将共同对抗西方。";"在2013年3月成为中国国家主席一周后 ， 习近平选择俄罗斯作为他的第一次出访 ， 并在那里的一次演讲中暗示 ， 两国将共同努力反对西方。";"在2013年3月成为中国国家主席一周后 ， 习近平首次出访俄罗斯 ， 并在那里的一次演讲中暗示 ， 两国将共同努力对抗西方。";"5.630401";"5.630401"
"108";"""Currently, China and Russia are both in important periods of national revival, and bilateral relations have entered a new stage,"" Mr. Xi said.";""" 中俄两国都处于国家发展的关键时期 ， 中俄关系迈入新时代 ， "" 习近平说。";""" 目前 ， 中国和俄罗斯都处于国家复兴的重要时期 ， 双边关系进入了一个新阶段 ， "" 习近平说。";""" 目前 ， 中国和俄罗斯都处于国家复兴的重要时期 ， 双边关系进入了一个新阶段 ， "" 习近平说。";"20.164946";"20.164946"
"109";"China now has the upper hand in the relationship, given its economic and military might. China's economy was 10 times the size of Russia's last year, before the war in Ukraine. From May through July, China bought record amounts of Russian oil at a deep discount and imported more Russian natural gas and coal.";"鉴于经济和军事力量 ， 如今中国在双边关系中占据了上风。去年 ， 在乌克兰战争爆发前 ， 中国的经济规模是俄罗斯的10倍。从5月到7月 ， 中国以大幅折扣购买了创纪录的俄罗斯石油 ， 并从俄罗斯进口了更多的天然气和煤炭。";"鉴于其经济和军事实力 ， 中国现在在这种关系中占据上风。 中国的经济规模是乌克兰战争前俄罗斯的10倍。 从5月到7月 ， 中国以大幅折扣购买了创纪录数量的俄罗斯石油 ， 并进口了更多的俄罗斯天然气和煤炭。";"鉴于其经济和军事实力 ， 中国现在在这种关系中占据上风。 中国的经济规模是乌克兰战争前俄罗斯的10倍。 从5月到7月 ， 中国以大幅折扣购买了创纪录数量的俄罗斯石油 ， 并进口了更多的俄罗斯天然气和煤炭。";"5.024351";"5.024351"
